Pixel_i,Module1,Module2,Node1,Node2,X,Y,Z
33562,8,8,AMP,YAY,53.32761351858522,-96.06292938026452,-49.49614138477538
33563,8,8,AMP,YAY,53.298967469884545,-95.41882407936745,-49.61806024908335
33564,8,8,AMP,YAY,53.27032142118387,-94.77471877847039,-49.73997911339132
33565,8,8,AMP,YAY,53.2416753724832,-94.13061347757332,-49.86189797769929
33566,8,8,AMP,YAY,53.21302932378253,-93.48650817667625,-49.983816842007265
33567,8,8,AMP,YAY,53.184383275081856,-92.84240287577919,-50.10573570631524
33568,8,8,AMP,YAY,53.155737226381184,-92.19829757488212,-50.22765457062321
33569,8,8,AMP,YAY,53.12709117768051,-91.55419227398505,-50.34957343493118
33570,8,8,AMP,YAY,53.09844512897984,-90.91008697308799,-50.47149229923915
33571,8,8,AMP,YAY,53.06979908027917,-90.26598167219092,-50.593411163547124
33572,8,8,AMP,YAY,53.041153031578496,-89.62187637129385,-50.715330027855096
33573,8,8,AMP,YAY,53.012506982877824,-88.97777107039678,-50.83724889216307
33574,8,8,AMP,YAY,52.98386093417715,-88.33366576949972,-50.95916775647104
33575,8,8,AMP,YAY,52.95521488547648,-87.68956046860265,-51.08108662077901
33576,8,8,AMP,YAY,52.92656883677581,-87.04545516770558,-51.20300548508698
33577,8,8,AMP,YAY,52.897922788075135,-86.40134986680852,-51.324924349394955
33578,8,8,AMP,YAY,52.86927673937446,-85.75724456591145,-51.44684321370293
33579,8,8,AMP,YAY,52.84063069067379,-85.11313926501438,-51.5687620780109
33580,8,8,AMP,YAY,52.81198464197312,-84.46903396411732,-51.69068094231887
33581,8,8,AMP,YAY,52.78333859327245,-83.82492866322025,-51.81259980662684
33582,8,8,AMP,YAY,52.754692544571775,-83.18082336232318,-51.934518670934814
33583,8,8,AMP,YAY,52.7260464958711,-82.53671806142611,-52.056437535242786
33584,8,8,AMP,YAY,52.69740044717043,-81.89261276052905,-52.17835639955076
33585,8,8,AMP,YAY,52.66875439846976,-81.24850745963198,-52.30027526385873
33586,8,8,AMP,YAY,52.640108349769086,-80.60440215873491,-52.4221941281667
33587,8,8,AMP,YAY,52.611462301068414,-79.96029685783785,-52.54411299247467
33588,8,8,AMP,YAY,52.58281625236774,-79.31619155694078,-52.666031856782645
33589,8,8,AMP,YAY,52.55417020366707,-78.67208625604371,-52.78795072109062
33590,8,8,AMP,YAY,52.5255241549664,-78.02798095514665,-52.90986958539859
33591,8,8,AMP,SAW,54.3905001917989,-109.78043325905081,-46.61819538072016
33592,8,8,AMP,SAW,54.823173793597796,-109.32762051810163,-46.42246439144032
33593,8,8,AMP,SAW,55.25584739539669,-108.87480777715244,-46.226733402160484
33594,8,8,AMP,SAW,55.68852099719559,-108.42199503620326,-46.031002412880646
33595,8,8,AMP,SAW,56.121194598994485,-107.96918229525407,-45.83527142360081
33596,8,8,AMP,SAW,56.55386820079338,-107.51636955430489,-45.63954043432097
33597,8,8,AMP,SAW,56.98654180259228,-107.0635568133557,-45.44380944504113
33598,8,8,AMP,SAW,57.419215404391174,-106.61074407240652,-45.248078455761295
33599,8,8,AMP,SAW,57.85188900619007,-106.15793133145733,-45.05234746648146
33600,8,8,AMP,SAW,58.28456260798897,-105.70511859050815,-44.85661647720162
33601,8,8,AMP,SAW,58.71723620978786,-105.25230584955897,-44.66088548792178
33602,8,8,AMP,SAW,59.14990981158676,-104.79949310860978,-44.465154498641944
33603,8,8,AMP,SAW,59.582583413385656,-104.3466803676606,-44.269423509362106
33604,8,8,AMP,SAW,60.01525701518455,-103.89386762671141,-44.07369252008227
33605,8,8,AMP,SAW,60.44793061698345,-103.44105488576223,-43.87796153080243
33606,8,8,AMP,SAW,60.880604218782345,-102.98824214481304,-43.68223054152259
33607,8,8,AMP,SAW,61.31327782058124,-102.53542940386386,-43.486499552242755
33608,8,8,AMP,SAW,61.74595142238014,-102.08261666291467,-43.29076856296292
33609,8,8,AMP,SAW,62.178625024179034,-101.62980392196549,-43.09503757368308
33610,8,8,AMP,SAW,62.61129862597793,-101.1769911810163,-42.89930658440324
33611,8,8,AMP,SAW,63.04397222777683,-100.72417844006712,-42.703575595123404
33612,8,8,AMP,SAW,63.47664582957572,-100.27136569911794,-42.507844605843566
33613,8,8,AMP,SAW,63.90931943137462,-99.81855295816875,-42.31211361656373
33614,8,8,AMP,SAW,64.34199303317351,-99.36574021721957,-42.11638262728389
33615,8,8,AMP,SAW,64.7746666349724,-98.91292747627038,-41.92065163800405
33616,8,8,AMP,SAW,65.2073402367713,-98.4601147353212,-41.724920648724215
33617,8,8,AMP,SAW,65.6400138385702,-98.00730199437201,-41.52918965944438
33618,8,8,AMP,SAW,66.0726874403691,-97.55448925342283,-41.33345867016454
33619,8,8,AMP,SAW,66.50536104216799,-97.10167651247365,-41.1377276808847
33620,8,8,AMP,SAW,66.93803464396689,-96.64886377152446,-40.941996691604864
33621,8,8,AMP,SAW,67.37070824576578,-96.19605103057528,-40.746265702325026
33622,8,8,AMP,SAW,67.80338184756468,-95.74323828962609,-40.55053471304519
33623,8,8,AMP,SAW,68.23605544936358,-95.29042554867691,-40.35480372376535
33624,8,8,AMP,SAW,68.66872905116247,-94.83761280772772,-40.15907273448551
33625,8,8,AMP,SAW,69.10140265296137,-94.38480006677854,-39.963341745205675
33626,8,8,AMP,SAW,69.53407625476027,-93.93198732582935,-39.76761075592584
33627,8,8,AMP,SAW,69.96674985655916,-93.47917458488017,-39.571879766646
33628,8,8,AMP,SAW,70.39942345835806,-93.02636184393099,-39.37614877736616
33629,8,8,AMP,SAW,70.83209706015695,-92.5735491029818,-39.180417788086324
33630,8,8,AMP,SAW,71.26477066195585,-92.12073636203262,-38.984686798806486
33631,8,8,AMP,SAW,71.69744426375475,-91.66792362108343,-38.78895580952665
33632,8,8,AMP,SAW,72.13011786555364,-91.21511088013425,-38.59322482024681
33633,8,8,AMP,SAW,72.56279146735254,-90.76229813918506,-38.39749383096697
33634,8,8,AMP,SAW,72.99546506915144,-90.30948539823588,-38.201762841687135
33635,8,8,AMP,SAW,73.42813867095033,-89.8566726572867,-38.0060318524073
33636,8,8,AMP,SAW,73.86081227274923,-89.40385991633751,-37.81030086312746
33637,8,8,AMP,SAW,74.29348587454813,-88.95104717538833,-37.61456987384762
33638,8,8,AMP,SAW,74.72615947634702,-88.49823443443914,-37.41883888456778
33639,8,8,AMP,SAW,75.15883307814592,-88.04542169348996,-37.223107895287946
33640,8,8,AMP,SAW,75.59150667994481,-87.59260895254077,-37.02737690600811
33641,8,8,AMP,SAW,76.02418028174371,-87.13979621159159,-36.83164591672827
33642,8,8,AMP,SAW,76.4568538835426,-86.6869834706424,-36.63591492744843
33643,8,8,AMP,SAW,76.8895274853415,-86.23417072969322,-36.440183938168595
33644,8,8,AMP,SAW,77.3222010871404,-85.78135798874403,-36.24445294888876
33645,8,8,BAH,ETA,97.4821774610399,-18.698422470116608,-78.56307715309143
33646,8,8,BAH,ETA,97.52999733207979,-18.605059920233217,-77.91534793618285
33647,8,8,BAH,ETA,97.57781720311968,-18.511697370349825,-77.26761871927428
33648,8,8,BAH,ETA,97.62563707415957,-18.418334820466434,-76.61988950236571
33649,8,8,BAH,ETA,97.67345694519946,-18.324972270583043,-75.97216028545714
