Pixel_i,Module1,Module2,Inner_Outer,Left_Right_Mid,Node1,Node2,X,Y,Z,Strip
24352,6,6,inner,left,PLY,VOW,-64.03249414390798,-56.45966972630771,38.17759081771082,9999
24353,6,6,inner,left,PLY,VOW,-64.20142262881615,-57.01315064535767,37.86827143025145,9999
24354,6,6,inner,left,PLY,VOW,-64.37035111372431,-57.56663156440763,37.55895204279207,9999
24355,6,6,inner,left,PLY,VOW,-64.53927959863248,-58.12011248345759,37.2496326553327,9999
24356,6,6,inner,left,PLY,VOW,-64.70820808354064,-58.67359340250755,36.94031326787332,9999
24357,6,6,inner,left,PLY,VOW,-64.8771365684488,-59.22707432155751,36.630993880413946,9999
24358,6,6,inner,left,PLY,VOW,-65.04606505335697,-59.78055524060747,36.32167449295457,9999
24359,6,6,inner,left,PLY,VOW,-65.21499353826513,-60.33403615965743,36.012355105495196,9999
24360,6,6,inner,left,PLY,VOW,-65.3839220231733,-60.88751707870739,35.70303571803582,9999
24361,6,6,inner,left,PLY,VOW,-65.55285050808146,-61.44099799775735,35.393716330576446,9999
24362,6,6,inner,left,PLY,VOW,-65.72177899298963,-61.99447891680731,35.08439694311707,9999
24363,6,6,inner,left,PLY,VOW,-65.89070747789779,-62.54795983585727,34.775077555657695,9999
24364,6,6,inner,left,PLY,VOW,-66.05963596280596,-63.10144075490723,34.46575816819832,9999
24365,6,6,inner,left,PLY,VOW,-66.22856444771412,-63.65492167395719,34.156438780738945,9999
24366,6,6,inner,left,PLY,VOW,-66.39749293262228,-64.20840259300715,33.84711939327957,9999
24367,6,6,inner,left,PLY,VOW,-66.56642141753045,-64.76188351205711,33.537800005820195,9999
24368,6,6,in_to_out,right,ACT,TRY,25.11501270872528,-54.235272545384085,56.770391408829724,9999
24369,6,6,in_to_out,right,ACT,TRY,25.12866656249785,-53.98167347575714,57.375418291195714,9999
24370,6,6,in_to_out,right,ACT,TRY,25.142320416270415,-53.7280744061302,57.980445173561705,9999
24371,6,6,in_to_out,right,ACT,TRY,25.155974270042982,-53.474475336503254,58.585472055927696,9999
24372,6,6,in_to_out,right,ACT,TRY,25.16962812381555,-53.22087626687631,59.190498938293686,9999
24373,6,6,in_to_out,right,ACT,TRY,25.183281977588116,-52.967277197249366,59.79552582065968,9999
24374,6,6,in_to_out,right,ACT,TRY,25.196935831360683,-52.71367812762242,60.40055270302567,9999
24375,6,6,in_to_out,right,ACT,TRY,25.21058968513325,-52.46007905799548,61.00557958539166,9999
24376,6,6,in_to_out,right,ACT,TRY,25.224243538905817,-52.206479988368535,61.61060646775765,9999
24377,6,6,in_to_out,right,ACT,TRY,25.237897392678384,-51.95288091874159,62.21563335012364,9999
24378,6,6,in_to_out,right,ACT,TRY,25.25155124645095,-51.69928184911465,62.82066023248963,9999
24379,6,6,in_to_out,right,ACT,TRY,25.26520510022352,-51.445682779487704,63.42568711485562,9999
24380,6,6,in_to_out,right,ACT,TRY,25.278858953996085,-51.19208370986076,64.03071399722161,9999
24381,6,6,in_to_out,right,ACT,TRY,25.292512807768652,-50.93848464023382,64.6357408795876,9999
24382,6,6,in_to_out,right,ACT,TRY,25.30616666154122,-50.68488557060687,65.24076776195359,9999
24383,6,6,in_to_out,right,ACT,TRY,25.319820515313786,-50.43128650097993,65.84579464431958,9999
24384,6,6,in_to_out,right,ACT,TRY,25.333474369086353,-50.177687431352986,66.45082152668557,9999
24385,6,6,in_to_out,right,ACT,TRY,25.34712822285892,-49.92408836172604,67.05584840905156,9999
24386,6,6,in_to_out,right,ACT,TRY,25.360782076631487,-49.6704892920991,67.66087529141755,9999
24387,6,6,in_to_out,right,ACT,TRY,25.374435930404054,-49.416890222472155,68.26590217378354,9999
