Pixel_i,Module1,Module2,Inner_Outer,Left_Right_Mid,Node1,Node2,X,Y,Z,Strip
0,14,14,in_to_out,mid,OLD,TAU,-1.9339245550571802,-60.05301021180743,71.39938172335299,0
1,14,14,in_to_out,mid,OLD,TAU,-2.4250633061442146,-59.6999919117127,71.14498586803515,0
2,14,14,in_to_out,mid,OLD,TAU,-2.9162020572312493,-59.34697361161797,70.89059001271731,0
3,14,14,in_to_out,mid,OLD,TAU,-3.407340808318284,-58.99395531152324,70.63619415739947,0
4,14,14,in_to_out,mid,OLD,TAU,-3.8984795594053185,-58.640937011428505,70.38179830208163,0
5,14,14,in_to_out,mid,OLD,TAU,-4.389618310492353,-58.287918711333774,70.1274024467638,0
6,14,14,in_to_out,mid,OLD,TAU,-4.880757061579388,-57.93490041123904,69.87300659144596,0
7,14,14,in_to_out,mid,OLD,TAU,-5.3718958126664225,-57.58188211114431,69.61861073612812,0
8,14,14,in_to_out,mid,OLD,TAU,-5.863034563753457,-57.22886381104958,69.36421488081028,0
9,14,14,in_to_out,mid,OLD,TAU,-6.354173314840492,-56.875845510954846,69.10981902549244,0
10,14,14,in_to_out,mid,OLD,TAU,-6.845312065927526,-56.522827210860115,68.8554231701746,0
11,14,14,in_to_out,mid,OLD,TAU,-7.336450817014561,-56.16980891076538,68.60102731485676,0
12,14,14,in_to_out,mid,OLD,TAU,-7.827589568101596,-55.81679061067065,68.34663145953893,0
13,14,14,in_to_out,mid,OLD,TAU,-8.31872831918863,-55.46377231057592,68.09223560422109,0
14,14,14,in_to_out,mid,OLD,TAU,-8.809867070275663,-55.11075401048119,67.83783974890325,0
15,14,14,in_to_out,mid,OLD,TAU,-9.301005821362697,-54.757735710386456,67.58344389358541,0
16,14,14,in_to_out,mid,OLD,TAU,-9.79214457244973,-54.404717410291724,67.32904803826757,0
17,14,14,in_to_out,mid,OLD,TAU,-10.283283323536764,-54.05169911019699,67.07465218294973,0
18,14,14,in_to_out,mid,OLD,TAU,-10.774422074623798,-53.69868081010226,66.8202563276319,0
19,14,14,in_to_out,mid,OLD,TAU,-11.265560825710832,-53.34566251000753,66.56586047231406,0
