Pixel_i,Module1,Module2,Node1,Node2,X,Y,Z,Strip
96,5,5,JOB,NAY,2.7555314982122656,75.41284500794112,59.03279872307323,9999
97,5,5,JOB,NAY,2.278600994854368,75.7977343588145,58.798376184107674,9999
98,5,5,JOB,NAY,1.8016704914964707,76.18262370968787,58.56395364514212,9999
99,5,5,JOB,NAY,1.3247399881385733,76.56751306056125,58.32953110617657,9999
100,5,5,JOB,NAY,0.847809484780676,76.95240241143463,58.095108567211014,9999
101,5,5,JOB,NAY,0.37087898142277864,77.33729176230801,57.86068602824546,9999
102,5,5,JOB,NAY,-0.10605152193511869,77.72218111318139,57.62626348927991,9999
103,5,5,JOB,NAY,-0.582982025293016,78.10707046405477,57.391840950314354,9999
104,5,5,JOB,NAY,-1.0599125286509135,78.49195981492815,57.1574184113488,9999
105,5,5,JOB,NAY,-1.536843032008811,78.87684916580153,56.92299587238325,9999
106,5,5,JOB,NAY,-2.0137735353667083,79.26173851667491,56.68857333341769,9999
107,5,5,JOB,NAY,-2.4907040387246058,79.64662786754829,56.45415079445214,9999
108,5,5,JOB,NAY,-2.967634542082503,80.03151721842167,56.21972825548659,9999
109,5,5,JOB,NAY,-3.4445650454404007,80.41640656929505,55.98530571652103,9999
110,5,5,JOB,NAY,-3.921495548798298,80.80129592016843,55.75088317755548,9999
111,5,5,JOB,NAY,-4.3984260521561955,81.18618527104181,55.516460638589926,9999
112,5,5,JOB,NAY,-4.8753565555140925,81.57107462191519,55.28203809962437,9999
113,5,5,JOB,NAY,-5.3522870588719895,81.95596397278857,55.04761556065882,9999
114,5,5,JOB,NAY,-5.8292175622298865,82.34085332366195,54.813193021693266,9999
115,5,5,JOB,NAY,-6.3061480655877835,82.72574267453533,54.57877048272771,9999
116,5,5,JOB,NAY,-6.7830785689456805,83.1106320254087,54.34434794376216,9999
117,5,5,JOB,NAY,-7.2600090723035775,83.49552137628208,54.109925404796606,9999
118,5,5,JOB,NAY,-7.7369395756614745,83.88041072715546,53.87550286583105,9999
119,5,5,JOB,NAY,-8.213870079019372,84.26530007802884,53.6410803268655,9999
120,5,5,JOB,NAY,-8.69080058237727,84.65018942890222,53.406657787899945,9999
121,5,5,JOB,NAY,-9.167731085735166,85.0350787797756,53.17223524893439,9999
122,5,5,JOB,NAY,-9.644661589093063,85.41996813064898,52.93781270996884,9999
123,5,5,JOB,NAY,-10.12159209245096,85.80485748152236,52.703390171003285,9999
124,5,5,JOB,NAY,-10.598522595808857,86.18974683239574,52.46896763203773,9999
125,5,5,JOB,NAY,-11.075453099166754,86.57463618326912,52.23454509307218,9999
126,5,5,JOB,NAY,-11.552383602524651,86.9595255341425,52.000122554106625,9999
127,5,5,JOB,NAY,-12.029314105882548,87.34441488501588,51.76570001514107,9999
128,5,5,JOB,NAY,-12.506244609240445,87.72930423588926,51.53127747617552,9999
129,5,5,JOB,NAY,-12.983175112598342,88.11419358676264,51.296854937209964,9999
130,5,5,JOB,NAY,-13.46010561595624,88.49908293763602,51.06243239824441,9999
131,5,5,JOB,NIL,4.881266448073507,73.56507258935486,59.07783443986425,9999
132,5,5,JOB,NIL,5.334228778435977,73.14166251865562,58.86311256504225,9999
133,5,5,JOB,NIL,5.787191108798448,72.71825244795639,58.64839069022025,9999
134,5,5,JOB,NIL,6.240153439160918,72.29484237725715,58.433668815398256,9999
135,5,5,JOB,NIL,6.693115769523388,71.87143230655792,58.21894694057626,9999
136,5,5,JOB,NIL,7.146078099885858,71.44802223585869,58.00422506575426,9999
137,5,5,JOB,NIL,7.599040430248328,71.02461216515945,57.789503190932265,9999
138,5,5,JOB,NIL,8.052002760610797,70.60120209446022,57.57478131611027,9999
139,5,5,JOB,NIL,8.504965090973267,70.17779202376099,57.36005944128827,9999
140,5,5,JOB,NIL,8.957927421335736,69.75438195306175,57.145337566466274,9999
141,5,5,JOB,NIL,9.410889751698205,69.33097188236252,56.93061569164428,9999
142,5,5,JOB,NIL,9.863852082060674,68.90756181166329,56.71589381682228,9999
143,5,5,JOB,NIL,10.316814412423144,68.48415174096405,56.50117194200028,9999
144,5,5,JOB,NIL,10.769776742785613,68.06074167026482,56.286450067178286,9999
145,5,5,JOB,NIL,11.222739073148082,67.63733159956558,56.07172819235629,9999
146,5,5,JOB,NIL,11.675701403510551,67.21392152886635,55.85700631753429,9999
147,5,5,JOB,NIL,12.12866373387302,66.79051145816712,55.642284442712295,9999
148,5,5,JOB,NIL,12.58162606423549,66.36710138746788,55.4275625678903,9999
149,5,5,JOB,NIL,13.034588394597959,65.94369131676865,55.2128406930683,9999
150,5,5,JOB,NIL,13.487550724960428,65.52028124606942,54.998118818246304,9999
151,5,5,JOB,NIL,13.940513055322898,65.09687117537018,54.78339694342431,9999
152,5,5,JOB,NIL,14.393475385685367,64.67346110467095,54.56867506860231,9999
153,5,5,JOB,NIL,14.846437716047836,64.25005103397172,54.35395319378031,9999
154,5,5,JOB,NIL,15.299400046410305,63.82664096327248,54.139231318958316,9999
155,5,5,JOB,NIL,15.752362376772775,63.40323089257325,53.92450944413632,9999
156,5,5,JOB,NIL,16.205324707135244,62.979820821874014,53.70978756931432,9999
157,5,5,JOB,NIL,16.658287037497715,62.55641075117478,53.495065694492325,9999
158,5,5,JOB,NIL,17.111249367860186,62.13300068047555,53.28034381967033,9999
159,5,5,JOB,NIL,17.564211698222657,61.70959060977631,53.06562194484833,9999
160,5,5,JOB,NIL,18.017174028585128,61.28618053907708,52.850900070026334,9999
161,5,5,JOB,NIL,18.4701363589476,60.862770468377846,52.63617819520434,9999
162,5,5,JOB,NIL,18.92309868931007,60.43936039767861,52.42145632038234,9999
163,5,5,JOB,NIL,19.37606101967254,60.01595032697938,52.20673444556034,9999
164,5,5,JOB,NIL,19.829023350035012,59.592540256280145,51.992012570738346,9999
165,5,5,JOB,NIL,20.281985680397483,59.16913018558091,51.77729069591635,9999
166,5,5,JOB,NIL,20.734948010759954,58.74572011488168,51.56256882109435,9999
167,5,5,JOB,JUG,3.579384995407592,73.10888729695162,59.95722842245241,9999
168,5,5,JOB,JUG,3.462845359748137,72.48592109895529,60.12719334147502,9999
169,5,5,JOB,JUG,3.3463057240886815,71.86295490095895,60.29715826049763,9999
170,5,5,JOB,JUG,3.2297660884292263,71.23998870296262,60.46712317952024,9999
171,5,5,JOB,JUG,3.113226452769771,70.61702250496629,60.637088098542854,9999
172,5,5,JOB,JUG,2.996686817110316,69.99405630696995,60.807053017565465,9999
173,5,5,JOB,JUG,2.8801471814508606,69.37109010897362,60.97701793658808,9999
174,5,5,JOB,JUG,2.7636075457914053,68.74812391097728,61.14698285561069,9999
175,5,5,JOB,JUG,2.64706791013195,68.12515771298095,61.3169477746333,9999
176,5,5,JOB,JUG,2.530528274472495,67.50219151498462,61.48691269365591,9999
177,5,5,JOB,JUG,2.4139886388130396,66.87922531698828,61.65687761267852,9999
178,5,5,JOB,JUG,2.2974490031535844,66.25625911899195,61.82684253170113,9999
179,5,5,JOB,JUG,2.180909367494129,65.63329292099561,61.99680745072374,9999
180,5,5,JOB,JUG,2.064369731834674,65.01032672299928,62.166772369746354,9999
181,5,5,JOB,JUG,1.9478300961752184,64.38736052500295,62.336737288768965,9999
182,5,5,JOB,JUG,1.831290460515763,63.76439432700662,62.50670220779158,9999
183,5,5,JOB,JUG,1.7147508248563075,63.14142812901029,62.67666712681419,9999
184,5,5,JOB,JUG,1.598211189196852,62.51846193101397,62.8466320458368,9999
185,5,5,JOB,JUG,1.4816715535373965,61.89549573301764,63.01659696485941,9999
186,5,5,JOB,JUG,1.365131917877941,61.27252953502131,63.18656188388202,9999
187,5,5,JOB,JUG,1.2485922822184856,60.649563337024986,63.35652680290463,9999
188,5,5,JOB,JUG,1.1320526465590302,60.02659713902866,63.52649172192724,9999
189,5,5,JOB,JUG,1.0155130108995747,59.40363094103233,63.696456640949854,9999
190,5,5,JOB,JUG,0.8989733752401193,58.780664743036006,63.866421559972466,9999
191,5,5,JOB,JUG,0.782433739580664,58.15769854503968,64.03638647899507,9999
192,5,5,JOB,JUG,0.6658941039212086,57.53473234704335,64.20635139801767,9999
193,5,5,JOB,JUG,0.5493544682617533,56.911766149047025,64.37631631704028,9999
194,5,5,JOB,JUG,0.4328148326022979,56.2887999510507,64.54628123606288,9999
195,5,5,JOB,JUG,0.31627519694284256,55.66583375305437,64.71624615508549,9999
196,5,5,JOB,JUG,0.19973556128338718,55.042867555058045,64.88621107410809,9999
197,5,5,JOB,JUG,0.0831959256239318,54.41990135706172,65.0561759931307,9999
198,5,5,JOB,JUG,-0.03334371003552358,53.79693515906539,65.2261409121533,9999
199,5,5,JOB,JUG,-0.14988334569497896,53.173968961069065,65.3961058311759,9999
200,5,5,JOB,JUG,-0.2664229813544343,52.55100276307274,65.5660707501985,9999
201,5,5,JOB,JUG,-0.3829626170138897,51.92803656507641,65.73603566922111,9999
202,5,5,JOB,JUG,-0.499502252673345,51.305070367080084,65.90600058824371,9999
203,5,5,JOB,JUG,-0.6160418883328004,50.68210416908376,66.07596550726632,9999
204,5,5,JOB,JUG,-0.7325815239922557,50.05913797108743,66.24593042628892,9999
205,5,5,JOB,JUG,-0.8491211596517111,49.436171773091104,66.41589534531153,9999
206,5,5,JOB,JUG,-0.9656607953111664,48.81320557509478,66.58586026433413,9999
207,5,5,JOB,JUG,-1.082200430970622,48.19023937709845,66.75582518335673,9999
208,5,5,JOB,JUG,-1.1987400666300774,47.56727317910212,66.92579010237934,9999
209,5,5,JOB,JUG,-1.3152797022895328,46.9443069811058,67.09575502140194,9999
210,5,5,JOB,JUG,-1.4318193379489883,46.32134078310947,67.26571994042455,9999
211,5,5,JOB,JUG,-1.5483589736084438,45.69837458511314,67.43568485944715,9999
212,5,5,JOB,JUG,-1.6648986092678992,45.075408387116816,67.60564977846975,9999
213,5,5,JOB,JUG,-1.7814382449273547,44.45244218912049,67.77561469749236,9999
214,5,5,JOB,JUG,-1.8979778805868102,43.82947599112416,67.94557961651496,9999
215,5,5,JOB,JUG,-2.0145175162462654,43.206509793127836,68.11554453553757,9999
216,5,5,JOB,JUG,-2.1310571519057206,42.58354359513151,68.28550945456017,9999
217,5,5,JOB,TOY,5.2695940698314825,74.82885529851413,59.200914810299274,9999
218,5,5,JOB,TOY,5.892428506136411,74.95828107628398,59.04003386914902,9999
219,5,5,JOB,TOY,6.515262942441339,75.08770685405383,58.87915292799877,9999
220,5,5,JOB,TOY,7.138097378746267,75.21713263182369,58.718271986848514,9999
221,5,5,JOB,TOY,7.760931815051196,75.34655840959354,58.55739104569826,9999
222,5,5,JOB,TOY,8.383766251356123,75.4759841873634,58.39651010454801,9999
223,5,5,JOB,TOY,9.00660068766105,75.60540996513325,58.23562916339775,9999
224,5,5,JOB,TOY,9.629435123965978,75.7348357429031,58.0747482222475,9999
225,5,5,JOB,TOY,10.252269560270905,75.86426152067295,57.91386728109725,9999
226,5,5,JOB,TOY,10.875103996575833,75.99368729844281,57.75298633994699,9999
227,5,5,JOB,TOY,11.49793843288076,76.12311307621266,57.59210539879674,9999
228,5,5,JOB,TOY,12.120772869185688,76.25253885398251,57.431224457646486,9999
229,5,5,JOB,TOY,12.743607305490615,76.38196463175237,57.27034351649623,9999
230,5,5,JOB,TOY,13.366441741795542,76.51139040952222,57.10946257534598,9999
231,5,5,JOB,TOY,13.98927617810047,76.64081618729207,56.948581634195726,9999
232,5,5,JOB,TOY,14.612110614405397,76.77024196506193,56.78770069304547,9999
233,5,5,JOB,TOY,15.234945050710325,76.89966774283178,56.62681975189522,9999
234,5,5,JOB,TOY,15.857779487015252,77.02909352060163,56.465938810744966,9999
235,5,5,JOB,TOY,16.48061392332018,77.15851929837149,56.30505786959471,9999
236,5,5,JOB,TOY,17.10344835962511,77.28794507614134,56.14417692844446,9999
237,5,5,JOB,TOY,17.726282795930036,77.4173708539112,55.983295987294206,9999
238,5,5,JOB,TOY,18.349117232234963,77.54679663168105,55.82241504614395,9999
239,5,5,JOB,TOY,18.97195166853989,77.6762224094509,55.6615341049937,9999
240,5,5,JOB,TOY,19.594786104844818,77.80564818722075,55.500653163843445,9999
241,5,5,JOB,TOY,20.217620541149746,77.93507396499061,55.33977222269319,9999
242,5,5,JOB,TOY,20.840454977454673,78.06449974276046,55.17889128154294,9999
243,5,5,JOB,TOY,21.4632894137596,78.19392552053031,55.018010340392685,9999
244,5,5,JOB,TOY,22.086123850064528,78.32335129830017,54.85712939924243,9999
245,5,5,JOB,TOY,22.708958286369455,78.45277707607002,54.69624845809218,9999
246,5,5,JOB,TOY,23.331792722674383,78.58220285383987,54.535367516941925,9999
247,5,5,JOB,TOY,23.95462715897931,78.71162863160973,54.37448657579167,9999
248,5,5,JOB,TOY,24.577461595284237,78.84105440937958,54.21360563464142,9999
249,5,5,JOB,TOY,25.200296031589165,78.97048018714943,54.052724693491164,9999
250,5,5,JOB,TOY,25.823130467894092,79.09990596491929,53.89184375234091,9999
251,5,5,JOB,TOY,26.44596490419902,79.22933174268914,53.73096281119066,9999
252,5,5,JOB,TOY,27.068799340503947,79.358757520459,53.570081870040404,9999
253,5,5,JOB,TOY,27.691633776808875,79.48818329822885,53.40920092889015,9999
254,5,5,JOB,TOY,28.314468213113802,79.6176090759987,53.2483199877399,9999
255,5,5,JOB,TOY,28.93730264941873,79.74703485376855,53.087439046589644,9999
256,5,5,JOB,TOY,29.560137085723657,79.87646063153841,52.92655810543939,9999
257,5,5,JOB,TOY,30.182971522028584,80.00588640930826,52.76567716428914,9999
258,5,5,JOB,TOY,30.80580595833351,80.13531218707811,52.604796223138884,9999
259,5,5,JOB,TOY,31.42864039463844,80.26473796484797,52.44391528198863,9999
260,5,5,JOB,TOY,32.05147483094337,80.39416374261782,52.28303434083838,9999
261,5,5,JUG,NIL,-1.5712747193976586,40.647386536848714,68.24161218297164,9999
262,5,5,JUG,NIL,-1.1081589186626686,40.96704077142092,67.90411941319182,9999
263,5,5,JUG,NIL,-0.6450431179276785,41.286695005993124,67.56662664341201,9999
264,5,5,JUG,NIL,-0.1819273171926885,41.60634924056533,67.2291338736322,9999
265,5,5,JUG,NIL,0.2811884835423015,41.926003475137534,66.89164110385238,9999
266,5,5,JUG,NIL,0.7443042842772916,42.24565770970974,66.55414833407256,9999
267,5,5,JUG,NIL,1.2074200850122816,42.565311944281945,66.21665556429275,9999
268,5,5,JUG,NIL,1.6705358857472716,42.88496617885415,65.87916279451294,9999
269,5,5,JUG,NIL,2.1336516864822617,43.204620413426355,65.54167002473312,9999
270,5,5,JUG,NIL,2.5967674872172517,43.52427464799856,65.20417725495331,9999
271,5,5,JUG,NIL,3.0598832879522417,43.843928882570765,64.8666844851735,9999
272,5,5,JUG,NIL,3.5229990886872318,44.16358311714297,64.52919171539368,9999
273,5,5,JUG,NIL,3.986114889422222,44.483237351715175,64.19169894561387,9999
274,5,5,JUG,NIL,4.449230690157211,44.80289158628738,63.85420617583406,9999
275,5,5,JUG,NIL,4.912346490892201,45.122545820859585,63.51671340605425,9999
276,5,5,JUG,NIL,5.375462291627191,45.44220005543179,63.179220636274444,9999
277,5,5,JUG,NIL,5.83857809236218,45.761854290003996,62.84172786649464,9999
278,5,5,JUG,NIL,6.30169389309717,46.0815085245762,62.50423509671483,9999
279,5,5,JUG,NIL,6.764809693832159,46.401162759148406,62.16674232693502,9999
280,5,5,JUG,NIL,7.227925494567149,46.72081699372061,61.829249557155215,9999
281,5,5,JUG,NIL,7.6910412953021385,47.040471228292816,61.49175678737541,9999
282,5,5,JUG,NIL,8.154157096037128,47.36012546286502,61.1542640175956,9999
283,5,5,JUG,NIL,8.617272896772118,47.679779697437226,60.816771247815794,9999
284,5,5,JUG,NIL,9.080388697507107,47.99943393200943,60.47927847803599,9999
285,5,5,JUG,NIL,9.543504498242097,48.319088166581636,60.14178570825618,9999
286,5,5,JUG,NIL,10.006620298977086,48.63874240115384,59.80429293847637,9999
287,5,5,JUG,NIL,10.469736099712076,48.95839663572605,59.466800168696565,9999
288,5,5,JUG,NIL,10.932851900447066,49.27805087029825,59.12930739891676,9999
289,5,5,JUG,NIL,11.395967701182055,49.59770510487046,58.79181462913695,9999
290,5,5,JUG,NIL,11.859083501917045,49.91735933944266,58.454321859357144,9999
291,5,5,JUG,NIL,12.322199302652034,50.23701357401487,58.11682908957734,9999
292,5,5,JUG,NIL,12.785315103387024,50.55666780858707,57.77933631979753,9999
293,5,5,JUG,NIL,13.248430904122014,50.87632204315928,57.44184355001772,9999
294,5,5,JUG,NIL,13.711546704857003,51.19597627773148,57.104350780237915,9999
295,5,5,JUG,NIL,14.174662505591993,51.51563051230369,56.76685801045811,9999
296,5,5,JUG,NIL,14.637778306326982,51.83528474687589,56.4293652406783,9999
297,5,5,JUG,NIL,15.100894107061972,52.1549389814481,56.091872470898494,9999
298,5,5,JUG,NIL,15.564009907796962,52.4745932160203,55.75437970111869,9999
299,5,5,JUG,NIL,16.02712570853195,52.79424745059251,55.41688693133888,9999
300,5,5,JUG,NIL,16.49024150926694,53.11390168516471,55.07939416155907,9999
301,5,5,JUG,NIL,16.95335731000193,53.43355591973692,54.741901391779265,9999
302,5,5,JUG,NIL,17.41647311073692,53.75321015430912,54.40440862199946,9999
303,5,5,JUG,NIL,17.87958891147191,54.07286438888133,54.06691585221965,9999
304,5,5,JUG,NIL,18.3427047122069,54.39251862345353,53.729423082439844,9999
305,5,5,JUG,NIL,18.80582051294189,54.71217285802574,53.39193031266004,9999
306,5,5,JUG,NIL,19.26893631367688,55.03182709259794,53.05443754288023,9999
307,5,5,JUG,NIL,19.732052114411868,55.35148132717015,52.71694477310042,9999
308,5,5,JUG,NIL,20.195167915146857,55.671135561742354,52.379452003320615,9999
309,5,5,JUG,NIL,20.658283715881847,55.99078979631456,52.04195923354081,9999
310,5,5,JUG,NIL,21.121399516616837,56.310444030886764,51.704466463761,9999
311,5,5,NIL,TOY,23.078724271778377,58.527002034643836,50.823901755726695,9999
312,5,5,NIL,TOY,23.376616093112478,59.11125098363019,50.84558291378125,9999
313,5,5,NIL,TOY,23.67450791444658,59.69549993261655,50.867264071835805,9999
314,5,5,NIL,TOY,23.97239973578068,60.279748881602906,50.88894522989036,9999
315,5,5,NIL,TOY,24.27029155711478,60.86399783058926,50.910626387944916,9999
316,5,5,NIL,TOY,24.568183378448882,61.44824677957562,50.93230754599947,9999
317,5,5,NIL,TOY,24.866075199782983,62.032495728561976,50.95398870405403,9999
318,5,5,NIL,TOY,25.163967021117084,62.61674467754833,50.97566986210858,9999
319,5,5,NIL,TOY,25.461858842451186,63.20099362653469,50.99735102016314,9999
320,5,5,NIL,TOY,25.759750663785287,63.785242575521046,51.01903217821769,9999
321,5,5,NIL,TOY,26.057642485119388,64.36949152450741,51.04071333627225,9999
322,5,5,NIL,TOY,26.35553430645349,64.95374047349377,51.0623944943268,9999
323,5,5,NIL,TOY,26.65342612778759,65.53798942248012,51.08407565238136,9999
324,5,5,NIL,TOY,26.95131794912169,66.12223837146648,51.10575681043591,9999
325,5,5,NIL,TOY,27.249209770455792,66.70648732045284,51.12743796849047,9999
326,5,5,NIL,TOY,27.547101591789893,67.2907362694392,51.149119126545024,9999
327,5,5,NIL,TOY,27.844993413123994,67.87498521842555,51.17080028459958,9999
328,5,5,NIL,TOY,28.142885234458095,68.4592341674119,51.192481442654135,9999
329,5,5,NIL,TOY,28.440777055792196,69.04348311639826,51.21416260070869,9999
330,5,5,NIL,TOY,28.738668877126297,69.62773206538462,51.235843758763245,9999
331,5,5,NIL,TOY,29.0365606984604,70.21198101437098,51.2575249168178,9999
332,5,5,NIL,TOY,29.3344525197945,70.79622996335733,51.279206074872356,9999
333,5,5,NIL,TOY,29.6323443411286,71.38047891234369,51.30088723292691,9999
334,5,5,NIL,TOY,29.930236162462702,71.96472786133005,51.322568390981466,9999
335,5,5,NIL,TOY,30.228127983796803,72.5489768103164,51.34424954903602,9999
