0,0
1,71
2,125
3,178
4,245
5,318
6,397
7,465
8,515
9,565
10,628
11,711
12,764
13,836
14,881
15,928
16,972
17,1022
18,1095
19,1160
20,1225
21,1288
22,1348
23,1399
24,1451
25,1500
26,1574
27,1646
28,1694
29,1758
30,1810
31,1865
32,1935
33,2014
34,2095
35,2156
36,2226
37,2275
38,2323
39,2393
40,2440
41,2507
42,2575
43,2630
44,2697
45,2736
46,2791
47,2841
48,2901
49,2957
50,3011
51,3066
52,3126
53,3173
54,3223
55,3271
56,3328
57,3392
58,3449
59,3498
60,3551
61,3596
62,3649
63,3713
64,3765
65,3814
66,3859
67,3909
68,3960
69,4013
70,4064
71,4109
72,4148
73,4204
74,4255
75,4317
76,4365
77,4413
78,4467
79,4526
80,4572
81,4621
82,4678
83,4726
84,4782
85,4841
86,4886
87,4935
88,4988
89,5042
90,5096
91,5140
92,5184
93,5229
94,5294
95,5367
96,5427
97,5485
98,5556
99,5622
100,5672
101,5717
102,5763
103,5814
104,5874
105,5939
106,5995
107,6046
108,6097
109,6149
110,6194
111,6240
112,6294
113,6344
114,6394
115,6446
116,6490
117,6546
118,6613
119,6669
120,6756
121,6810
122,6889
123,6970
124,7022
125,7074
126,7124
127,7171
128,7219
129,7267
130,7328
131,7378
132,7429
133,7502
134,7551
135,7618
136,7694
137,7744
138,7813
139,7879
140,7955
141,8022
142,8087
143,8135
144,8189
145,8243
146,8290
147,8339
148,8394
149,8445
150,8494
151,8544
152,8605
153,8661
154,8710
155,8760
156,8811
157,8866
158,8911
159,8964
160,9015
161,9066
162,9118
163,9169
164,9217
165,9267
166,9320
167,9374
168,9421
169,9484
170,9527
171,9580
172,9635
173,9708
174,9763
175,9840
176,9894
177,9968
178,10043
179,10128
180,10201
181,10257
182,10339
183,10394
184,10445
185,10487
186,10568
187,10643
188,10688
189,10734
190,10803
191,10873
192,10920
193,10972
194,11022
195,11071
196,11116
197,11169
198,11220
199,11272
200,11341
201,11409
202,11456
203,11538
204,11619
205,11685
206,11730
207,11777
208,11853
209,11926
210,11993
211,12045
212,12097
213,12152
214,12205
215,12281
216,12359
217,12439
218,12519
219,12589
220,12657
221,12710
222,12760
223,12829
224,12898
225,12943
226,13016
227,13090
228,13142
229,13215
230,13285
231,13334
232,13386
233,13435
234,13486
235,13537
236,13606
237,13653
238,13728
239,13793
240,13868
241,13935
242,14013
243,14062
244,14116
245,14172
246,14253
247,14328
248,14405
249,14453
250,14530
251,14610
252,14661
253,14744
254,14797
255,14851
256,14918
257,14962
258,15005
259,15052
260,15121
261,15188
262,15253
263,15319
264,15366
265,15411
266,15463
267,15509
268,15559
269,15607
270,15657
271,15709
272,15754
273,15802
274,15862
275,15910
276,15959
277,16011
278,16060
279,16131
280,16191
281,16245
282,16297
283,16342
284,16391
285,16437
286,16486
287,16541
288,16591
289,16643
290,16692
291,16740
292,16789
293,16842
294,16908
295,16953
296,17000
297,17046
298,17121
299,17168
300,17214
301,17277
302,17347
303,17411
304,17463
305,17518
306,17592
307,17671
308,17722
309,17776
310,17857
311,17938
312,17991
313,18067
314,18144
315,18197
316,18247
317,18301
318,18350
319,18407
320,18460
321,18511
322,18561
323,18608
324,18653
325,18699
326,18752
327,18819
328,18867
329,18916
330,18989
331,19065
332,19141
333,19190
334,19240
335,19294
336,19373
337,19438
338,19506
339,19561
340,19619
341,19716
342,19788
343,19863
344,19911
345,19960
346,20026
347,20116
348,20170
349,20237
350,20304
351,20352
352,20400
353,20462
354,20526
355,20589
356,20651
357,20709
358,20770
359,20820
360,20869
361,20916
362,20964
363,21032
364,21096
365,21160
366,21240
367,21325
368,21394
369,21444
370,21496
371,21547
372,21625
373,21694
374,21764
375,21815
376,21866
377,21945
378,22024
379,22093
380,22146
381,22190
382,22234
383,22297
384,22348
385,22414
386,22471
387,22524
388,22569
389,22615
390,22667
391,22718
392,22768
393,22821
394,22866
395,22921
396,22970
397,23019
398,23070
399,23116
400,23160
401,23216
402,23267
403,23320
404,23370
405,23412
406,23454
407,23500
408,23553
409,23616
410,23670
411,23721
412,23770
413,23818
414,23882
415,23937
416,23986
417,24038
418,24091
419,24163
420,24213
421,24292
422,24344
423,24424
424,24477
425,24547
426,24616
427,24687
428,24739
429,24795
430,24842
431,24889
432,24942
433,24990
434,25059
435,25115
436,25176
437,25252
438,25301
439,25355
440,25418
441,25468
442,25514
443,25558
444,25603
445,25659
446,25723
447,25773
448,25824
449,25869
450,25927
451,25982
452,26039
453,26090
454,26132
455,26184
456,26234
457,26284
458,26337
459,26386
460,26437
461,26488
462,26544
463,26592
464,26641
465,26690
466,26747
467,26798
468,26851
469,26905
470,26954
471,26994
472,27043
473,27088
474,27137
475,27189
476,27241
477,27286
478,27336
479,27386
480,27435
481,27484
482,27534
483,27589
484,27643
485,27697
486,27756
487,27807
488,27861
489,27911
490,27962
491,28038
492,28123
493,28175
494,28258
495,28331
496,28400
497,28449
498,28497
499,28549
500,28629
501,28705
502,28789
503,28840
504,28910
505,28980
506,29033
507,29093
508,29144
509,29192
510,29261
511,29338
512,29416
513,29492
514,29545
515,29613
516,29662
517,29737
518,29803
519,29854
520,29903
521,29973
522,30020
523,30070
524,30143
525,30225
526,30295
527,30344
528,30392
529,30476
530,30558
531,30603
532,30650
533,30701
534,30776
535,30828
536,30906
537,30971
538,31046
539,31123
540,31207
541,31261
542,31310
543,31359
544,31405
545,31447
546,31526
547,31570
548,31641
549,31710
550,31791
551,31841
552,31902
553,31980
554,32030
555,32081
556,32134
557,32217
558,32282
559,32349
560,32427
561,32499
562,32565
563,32632
564,32684
565,32763
566,32813
567,32861
568,32922
569,32983
570,33048
571,33111
572,33164
573,33230
574,33274
575,33327
576,33382
577,33436
578,33497
579,33539
580,33587
581,33644
582,33697
583,33760
584,33810
585,33868
586,33921
587,33967
588,34022
589,34079
590,34130
591,34174
592,34219
593,34270
594,34323
595,34376
596,34431
597,34482
598,34530
599,34579
600,34638
601,34694
602,34733
603,34804
604,34845
605,34888
606,34956
607,35026
608,35091
609,35162
610,35219
611,35267
612,35318
613,35370
614,35434
615,35506
616,35553
617,35639
618,35717
619,35767
620,35829
621,35877
622,35930
623,35992
624,36042
625,36092
626,36141
627,36195
628,36253
629,36297
630,36357
631,36406
632,36455
633,36521
634,36578
635,36644
636,36703
637,36762
638,36821
639,36871
640,36922
641,36974
642,37026
643,37100
644,37172
645,37246
646,37297
647,37348
648,37418
649,37489
650,37565
651,37614
652,37665
653,37718
654,37770
655,37826
656,37882
657,37953
658,37997
659,38043
660,38090
661,38159
662,38226
663,38294
664,38343
665,38400
666,38469
667,38520
668,38564
669,38609
670,38669
671,38723
672,38778
673,38823
674,38877
675,38926
676,38978
677,39029
678,39083
679,39132
680,39186
681,39248
682,39308
683,39367
684,39431
685,39495
686,39557
687,39606
688,39658
689,39705
690,39755
691,39799
692,39851
693,39901
694,39956
695,40001
696,40049
697,40108
698,40158
699,40219
700,40280
701,40353
702,40402
703,40456
704,40505
705,40565
706,40637
707,40680
708,40729
709,40774
710,40829
711,40876
712,40943
713,40994
714,41037
715,41082
716,41129
717,41183
718,41230
719,41281
720,41328
721,41372
722,41447
723,41507
724,41568
725,41642
726,41703
727,41763
728,41832
729,41880
730,41928
731,41979
732,42056
733,42125
734,42210
735,42281
736,42331
737,42398
738,42476
739,42536
740,42587
741,42641
742,42693
743,42749
744,42809
745,42861
746,42916
747,42969
748,43039
749,43118
750,43201
751,43280
752,43355
753,43429
754,43485
755,43562
756,43640
757,43693
758,43775
759,43860
760,43944
761,44000
762,44054
763,44110
764,44167
765,44244
766,44297
767,44374
768,44448
769,44522
770,44572
771,44641
772,44691
773,44743
774,44812
775,44862
776,44915
777,44964
778,45007
779,45059
780,45109
781,45167
782,45218
783,45266
784,45313
785,45362
786,45410
