Pixel_i,Module1,Module2,Inner_Outer,Left_Right_Mid,Node1,Node2,X,Y,Z,Strip
68,14,14,in_to_out,mid,OLD,TAU,-10.283283323536764,-54.05169911019699,67.07465218294973,0
69,14,14,in_to_out,mid,OLD,TAU,-10.774422074623798,-53.69868081010226,66.8202563276319,0
70,14,14,in_to_out,mid,OLD,TAU,-11.265560825710832,-53.34566251000753,66.56586047231406,0
71,14,14,in_to_out,mid,OLD,TAU,-11.756699576797866,-52.9926442099128,66.31146461699622,0
72,14,14,in_to_out,mid,OLD,TAU,-12.2478383278849,-52.639625909818065,66.05706876167838,0
73,14,14,in_to_out,mid,OLD,TAU,-12.738977078971933,-52.28660760972333,65.80267290636054,0
74,14,14,in_to_out,mid,OLD,TAU,-13.230115830058967,-51.9335893096286,65.5482770510427,0
75,14,14,in_to_out,mid,OLD,TAU,-13.721254581146,-51.58057100953387,65.29388119572486,0
76,14,14,in_to_out,mid,OLD,TAU,-14.212393332233034,-51.22755270943914,65.03948534040703,0
77,14,14,in_to_out,mid,OLD,TAU,-14.703532083320068,-50.874534409344406,64.78508948508919,0
78,14,14,in_to_out,mid,OLD,TAU,-15.194670834407102,-50.521516109249674,64.53069362977135,0
79,14,14,in_to_out,mid,OLD,TAU,-15.685809585494136,-50.16849780915494,64.27629777445351,0
80,14,14,in_to_out,mid,OLD,TAU,-16.17694833658117,-49.81547950906021,64.02190191913567,0
81,14,14,in_to_out,mid,OLD,TAU,-16.668087087668205,-49.46246120896548,63.767506063817834,0
82,14,14,in_to_out,mid,OLD,TAU,-17.15922583875524,-49.10944290887075,63.513110208499995,0
83,14,14,in_to_out,mid,OLD,TAU,-17.650364589842276,-48.756424608776015,63.25871435318216,0
84,14,14,in_to_out,mid,OLD,TAU,-18.14150334092931,-48.403406308681284,63.00431849786432,0
85,14,14,in_to_out,mid,OLD,TAU,-18.632642092016347,-48.05038800858655,62.74992264254648,0
86,14,14,in_to_out,mid,OLD,TAU,-19.123780843103383,-47.69736970849182,62.49552678722864,0
87,14,14,in_to_out,mid,OLD,TAU,-19.614919594190418,-47.34435140839709,62.2411309319108,0
88,14,14,in_to_out,mid,OLD,TAU,-20.106058345277454,-46.991333108302356,61.986735076592964,0
89,14,14,inner,mid,LIE,TAU,20.03635327865578,-67.87395423854939,52.61299047591622,0
90,14,14,inner,mid,LIE,TAU,19.465552599259706,-67.57373997633947,52.733880613606324,0
91,14,14,inner,mid,LIE,TAU,18.89475191986363,-67.27352571412955,52.85477075129643,0
92,14,14,inner,mid,LIE,TAU,18.323951240467554,-66.97331145191963,52.97566088898653,0
93,14,14,inner,mid,LIE,TAU,17.75315056107148,-66.67309718970971,53.096551026676636,0
94,14,14,inner,mid,LIE,TAU,17.182349881675403,-66.37288292749979,53.21744116436674,0
95,14,14,inner,mid,LIE,TAU,16.611549202279328,-66.07266866528987,53.338331302056844,0
96,14,14,inner,mid,LIE,TAU,16.040748522883252,-65.77245440307995,53.45922143974695,0
97,14,14,inner,mid,LIE,TAU,15.469947843487176,-65.47224014087003,53.58011157743705,0
98,14,14,inner,mid,LIE,TAU,14.8991471640911,-65.17202587866011,53.701001715127155,0
99,14,14,inner,mid,LIE,TAU,14.328346484695025,-64.87181161645019,53.82189185281726,0
100,14,14,inner,mid,LIE,TAU,13.75754580529895,-64.57159735424027,53.94278199050736,0
101,14,14,inner,mid,LIE,TAU,13.186745125902874,-64.27138309203035,54.06367212819747,0
102,14,14,inner,mid,LIE,TAU,12.615944446506798,-63.97116882982043,54.18456226588757,0
103,14,14,inner,mid,LIE,TAU,12.045143767110723,-63.67095456761051,54.305452403577675,0
104,14,14,inner,mid,LIE,TAU,11.474343087714647,-63.37074030540059,54.42634254126778,0
105,14,14,inner,mid,LIE,TAU,10.903542408318572,-63.07052604319067,54.54723267895788,0
106,14,14,inner,mid,LIE,TAU,10.332741728922496,-62.77031178098075,54.66812281664799,0
107,14,14,inner,mid,LIE,TAU,9.76194104952642,-62.47009751877083,54.78901295433809,0
108,14,14,inner,mid,LIE,TAU,9.191140370130345,-62.16988325656091,54.909903092028195,0
109,14,14,inner,mid,LIE,TAU,8.62033969073427,-61.86966899435099,55.0307932297183,0
110,14,14,inner,mid,LIE,TAU,8.049539011338194,-61.56945473214107,55.1516833674084,0
111,14,14,inner,mid,LIE,TAU,7.478738331942119,-61.26924046993115,55.27257350509851,0
112,14,14,inner,mid,LIE,TAU,6.907937652546044,-60.96902620772123,55.39346364278861,0
113,14,14,inner,mid,LIE,TAU,6.33713697314997,-60.66881194551131,55.514353780478714,0
114,14,14,inner,mid,LIE,TAU,5.766336293753895,-60.36859768330139,55.63524391816882,0
115,14,14,inner,mid,LIE,TAU,5.19553561435782,-60.06838342109147,55.75613405585892,0
116,14,14,inner,mid,LIE,TAU,4.6247349349617455,-59.76816915888155,55.877024193549026,0
117,14,14,inner,mid,LIE,TAU,4.053934255565671,-59.46795489667163,55.99791433123913,0
118,14,14,inner,mid,LIE,TAU,3.483133576169596,-59.16774063446171,56.118804468929234,0
119,14,14,inner,mid,LIE,TAU,2.9123328967735214,-58.86752637225179,56.23969460661934,0
120,14,14,inner,mid,LIE,TAU,2.3415322173774467,-58.56731211004187,56.36058474430944,0
121,14,14,inner,mid,LIE,TAU,1.7707315379813717,-58.26709784783195,56.481474881999546,0
122,14,14,inner,mid,LIE,TAU,1.1999308585852968,-57.96688358562203,56.60236501968965,0
123,14,14,inner,mid,LIE,TAU,0.6291301791892219,-57.66666932341211,56.723255157379754,0
124,14,14,inner,mid,LIE,TAU,0.058329499793146944,-57.36645506120219,56.84414529506986,0
125,14,14,inner,mid,LIE,TAU,-0.512471179602928,-57.06624079899227,56.96503543275996,0
126,14,14,inner,mid,LIE,TAU,-1.083271858999003,-56.76602653678235,57.085925570450065,0
127,14,14,inner,mid,LIE,TAU,-1.6540725383950778,-56.46581227457243,57.20681570814017,0
128,14,14,inner,mid,LIE,TAU,-2.2248732177911528,-56.16559801236251,57.32770584583027,0
129,14,14,inner,mid,LIE,TAU,-2.7956738971872275,-55.86538375015259,57.44859598352038,0
130,14,14,inner,mid,LIE,TAU,-3.366474576583302,-55.56516948794267,57.56948612121048,0
131,14,14,inner,mid,LIE,TAU,-3.937275255979377,-55.26495522573275,57.690376258900585,0
132,14,14,inner,mid,LIE,TAU,-4.508075935375452,-54.96474096352283,57.81126639659069,0
133,14,14,inner,mid,LIE,TAU,-5.078876614771526,-54.66452670131291,57.93215653428079,0
134,14,14,inner,mid,LIE,TAU,-5.649677294167601,-54.36431243910299,58.0530466719709,0
135,14,14,inner,mid,LIE,TAU,-6.220477973563676,-54.06409817689307,58.173936809661,0
136,14,14,inner,mid,LIE,TAU,-6.79127865295975,-53.76388391468315,58.294826947351105,0
137,14,14,inner,mid,LIE,TAU,-7.362079332355825,-53.46366965247323,58.41571708504121,0
138,14,14,inner,mid,LIE,TAU,-7.9328800117519,-53.16345539026331,58.53660722273131,0
139,14,14,inner,mid,LIE,TAU,-8.503680691147975,-52.86324112805339,58.65749736042142,0
140,14,14,inner,mid,LIE,TAU,-9.074481370544051,-52.56302686584347,58.77838749811152,0
141,14,14,inner,mid,LIE,TAU,-9.645282049940127,-52.26281260363355,58.899277635801624,0
142,14,14,inner,mid,LIE,TAU,-10.216082729336202,-51.96259834142363,59.02016777349173,0
143,14,14,inner,mid,LIE,TAU,-10.786883408732278,-51.66238407921371,59.14105791118183,0
144,14,14,inner,mid,LIE,TAU,-11.357684088128353,-51.36216981700379,59.261948048871936,0
145,14,14,inner,mid,LIE,TAU,-11.928484767524429,-51.06195555479387,59.38283818656204,0
146,14,14,inner,mid,LIE,TAU,-12.499285446920505,-50.76174129258395,59.503728324252144,0
147,14,14,inner,mid,LIE,TAU,-13.07008612631658,-50.46152703037403,59.62461846194225,0
148,14,14,inner,mid,LIE,TAU,-13.640886805712656,-50.16131276816411,59.74550859963235,0
149,14,14,inner,mid,LIE,TAU,-14.211687485108731,-49.86109850595419,59.866398737322456,0
150,14,14,inner,mid,LIE,TAU,-14.782488164504807,-49.56088424374427,59.98728887501256,0
151,14,14,inner,mid,LIE,TAU,-15.353288843900883,-49.26066998153435,60.108179012702664,0
152,14,14,inner,mid,LIE,TAU,-15.924089523296958,-48.96045571932443,60.22906915039277,0
153,14,14,inner,mid,LIE,TAU,-16.494890202693032,-48.66024145711451,60.34995928808287,0
154,14,14,inner,mid,LIE,TAU,-17.065690882089108,-48.36002719490459,60.470849425772975,0
155,14,14,inner,mid,LIE,TAU,-17.636491561485183,-48.05981293269467,60.59173956346308,0
156,14,14,inner,mid,LIE,TAU,-18.20729224088126,-47.75959867048475,60.71262970115318,0
157,14,14,inner,mid,LIE,TAU,-18.778092920277334,-47.45938440827483,60.83351983884329,0
158,14,14,inner,mid,LIE,TAU,-19.34889359967341,-47.15917014606491,60.95440997653339,0
159,14,14,inner,mid,LIE,TAU,-19.919694279069486,-46.85895588385499,61.075300114223495,0
160,14,14,inner,mid,LAW,TAU,8.954285342455846,-27.635740725120133,65.55590268221616,1
161,14,14,inner,mid,LAW,TAU,8.398314525214143,-27.975637807352978,65.4789425101192,1
162,14,14,inner,mid,LAW,TAU,7.842343707972441,-28.315534889585823,65.40198233802224,1
163,14,14,inner,mid,LAW,TAU,7.286372890730739,-28.65543197181867,65.32502216592528,1
164,14,14,inner,mid,LAW,TAU,6.730402073489037,-28.995329054051513,65.24806199382832,1
165,14,14,inner,mid,LAW,TAU,6.174431256247335,-29.33522613628436,65.17110182173136,1
166,14,14,inner,mid,LAW,TAU,5.6184604390056325,-29.675123218517204,65.0941416496344,1
167,14,14,inner,mid,LAW,TAU,5.06248962176393,-30.01502030075005,65.01718147753743,1
168,14,14,inner,mid,LAW,TAU,4.506518804522228,-30.354917382982894,64.94022130544047,1
169,14,14,inner,mid,LAW,TAU,3.9505479872805265,-30.69481446521574,64.86326113334351,1
170,14,14,inner,mid,LAW,TAU,3.3945771700388248,-31.034711547448584,64.78630096124655,1
171,14,14,inner,mid,LAW,TAU,2.838606352797123,-31.37460862968143,64.70934078914959,1
172,14,14,inner,mid,LAW,TAU,2.2826355355554213,-31.714505711914274,64.63238061705263,1
173,14,14,inner,mid,LAW,TAU,1.7266647183137196,-32.05440279414712,64.55542044495567,1
174,14,14,inner,mid,LAW,TAU,1.1706939010720179,-32.39429987637997,64.47846027285871,1
175,14,14,inner,mid,LAW,TAU,0.6147230838303162,-32.73419695861281,64.40150010076175,1
176,14,14,inner,mid,LAW,TAU,0.05875226658861443,-33.07409404084566,64.32453992866479,1
177,14,14,inner,mid,LAW,TAU,-0.4972185506530873,-33.4139911230785,64.24757975656783,1
178,14,14,inner,mid,LAW,TAU,-1.053189367894789,-33.75388820531135,64.17061958447087,1
179,14,14,inner,mid,LAW,TAU,-1.6091601851364907,-34.09378528754419,64.09365941237391,1
180,14,14,inner,mid,LAW,TAU,-2.1651310023781924,-34.43368236977704,64.01669924027695,1
181,14,14,inner,mid,LAW,TAU,-2.721101819619894,-34.77357945200988,63.939739068179996,1
182,14,14,inner,mid,LAW,TAU,-3.277072636861596,-35.11347653424273,63.86277889608304,1
183,14,14,inner,mid,LAW,TAU,-3.8330434541032976,-35.453373616475574,63.78581872398609,1
184,14,14,inner,mid,LAW,TAU,-4.389014271344999,-35.79327069870842,63.708858551889136,1
185,14,14,inner,mid,LAW,TAU,-4.9449850885867015,-36.133167780941264,63.63189837979218,1
186,14,14,inner,mid,LAW,TAU,-5.500955905828404,-36.47306486317411,63.55493820769523,1
187,14,14,inner,mid,LAW,TAU,-6.056926723070106,-36.812961945406954,63.47797803559828,1
188,14,14,inner,mid,LAW,TAU,-6.612897540311808,-37.1528590276398,63.40101786350132,1
189,14,14,inner,mid,LAW,TAU,-7.16886835755351,-37.492756109872644,63.32405769140437,1
190,14,14,inner,mid,LAW,TAU,-7.724839174795212,-37.83265319210549,63.24709751930742,1
191,14,14,inner,mid,LAW,TAU,-8.280809992036914,-38.172550274338334,63.17013734721046,1
192,14,14,inner,mid,LAW,TAU,-8.836780809278617,-38.51244735657118,63.09317717511351,1
193,14,14,inner,mid,LAW,TAU,-9.392751626520319,-38.852344438804025,63.01621700301656,1
194,14,14,inner,mid,LAW,TAU,-9.948722443762021,-39.19224152103687,62.939256830919604,1
195,14,14,inner,mid,LAW,TAU,-10.504693261003723,-39.532138603269715,62.86229665882265,1
196,14,14,inner,mid,LAW,TAU,-11.060664078245425,-39.87203568550256,62.7853364867257,1
197,14,14,inner,mid,LAW,TAU,-11.616634895487127,-40.211932767735405,62.708376314628744,1
198,14,14,inner,mid,LAW,TAU,-12.17260571272883,-40.55182984996825,62.63141614253179,1
199,14,14,inner,mid,LAW,TAU,-12.728576529970532,-40.891726932201095,62.55445597043484,1
200,14,14,inner,mid,LAW,TAU,-13.284547347212234,-41.23162401443394,62.477495798337884,1
201,14,14,inner,mid,LAW,TAU,-13.840518164453936,-41.571521096666785,62.40053562624093,1
202,14,14,inner,mid,LAW,TAU,-14.396488981695638,-41.91141817889963,62.32357545414398,1
203,14,14,inner,mid,LAW,TAU,-14.95245979893734,-42.251315261132476,62.246615282047024,1
204,14,14,inner,mid,LAW,TAU,-15.508430616179043,-42.59121234336532,62.16965510995007,1
205,14,14,inner,mid,LAW,TAU,-16.064401433420745,-42.931109425598166,62.09269493785312,1
206,14,14,inner,mid,LAW,TAU,-16.620372250662445,-43.27100650783101,62.015734765756164,1
207,14,14,inner,mid,LAW,TAU,-17.176343067904146,-43.610903590063856,61.93877459365921,1
208,14,14,inner,mid,LAW,TAU,-17.732313885145846,-43.9508006722967,61.86181442156226,1
209,14,14,inner,mid,LAW,TAU,-18.288284702387546,-44.290697754529546,61.784854249465305,1
210,14,14,inner,mid,LAW,TAU,-18.844255519629247,-44.63059483676239,61.70789407736835,1
211,14,14,inner,mid,LAW,TAU,-19.400226336870947,-44.970491918995236,61.6309339052714,1
212,14,14,inner,mid,LAW,TAU,-19.956197154112647,-45.31038900122808,61.553973733174445,1
213,14,14,in_to_out,left,FOG,TAU,-12.410101262822423,-26.039530677630214,77.68938543495882,1
214,14,14,in_to_out,left,FOG,TAU,-12.623242500098945,-26.521223019216816,77.29810580955898,1
215,14,14,in_to_out,left,FOG,TAU,-12.836383737375467,-27.002915360803417,76.90682618415913,1
216,14,14,in_to_out,left,FOG,TAU,-13.04952497465199,-27.48460770239002,76.51554655875928,1
217,14,14,in_to_out,left,FOG,TAU,-13.262666211928511,-27.96630004397662,76.12426693335944,1
218,14,14,in_to_out,left,FOG,TAU,-13.475807449205034,-28.44799238556322,75.73298730795959,1
219,14,14,in_to_out,left,FOG,TAU,-13.688948686481556,-28.929684727149823,75.34170768255974,1
220,14,14,in_to_out,left,FOG,TAU,-13.902089923758078,-29.411377068736424,74.9504280571599,1
221,14,14,in_to_out,left,FOG,TAU,-14.1152311610346,-29.893069410323026,74.55914843176005,1
222,14,14,in_to_out,left,FOG,TAU,-14.328372398311123,-30.374761751909627,74.1678688063602,1
223,14,14,in_to_out,left,FOG,TAU,-14.541513635587645,-30.85645409349623,73.77658918096036,1
224,14,14,in_to_out,left,FOG,TAU,-14.754654872864167,-31.33814643508283,73.38530955556051,1
225,14,14,in_to_out,left,FOG,TAU,-14.96779611014069,-31.81983877666943,72.99402993016066,1
226,14,14,in_to_out,left,FOG,TAU,-15.180937347417212,-32.30153111825604,72.60275030476082,1
227,14,14,in_to_out,left,FOG,TAU,-15.394078584693734,-32.78322345984264,72.21147067936097,1
228,14,14,in_to_out,left,FOG,TAU,-15.607219821970256,-33.26491580142924,71.82019105396112,1
229,14,14,in_to_out,left,FOG,TAU,-15.820361059246778,-33.74660814301584,71.42891142856128,1
230,14,14,in_to_out,left,FOG,TAU,-16.0335022965233,-34.22830048460244,71.03763180316143,1
231,14,14,in_to_out,left,FOG,TAU,-16.24664353379982,-34.709992826189044,70.64635217776159,1
232,14,14,in_to_out,left,FOG,TAU,-16.45978477107634,-35.191685167775645,70.25507255236174,1
233,14,14,in_to_out,left,FOG,TAU,-16.67292600835286,-35.67337750936225,69.86379292696189,1
234,14,14,in_to_out,left,FOG,TAU,-16.88606724562938,-36.15506985094885,69.47251330156205,1
235,14,14,in_to_out,left,FOG,TAU,-17.0992084829059,-36.63676219253545,69.0812336761622,1
236,14,14,in_to_out,left,FOG,TAU,-17.31234972018242,-37.11845453412205,68.68995405076235,1
237,14,14,in_to_out,left,FOG,TAU,-17.525490957458942,-37.60014687570865,68.2986744253625,1
238,14,14,in_to_out,left,FOG,TAU,-17.738632194735462,-38.081839217295254,67.90739479996266,1
239,14,14,in_to_out,left,FOG,TAU,-17.951773432011983,-38.563531558881856,67.51611517456281,1
240,14,14,in_to_out,left,FOG,TAU,-18.164914669288503,-39.04522390046846,67.12483554916297,1
241,14,14,in_to_out,left,FOG,TAU,-18.378055906565024,-39.52691624205506,66.73355592376312,1
242,14,14,in_to_out,left,FOG,TAU,-18.591197143841544,-40.00860858364166,66.34227629836327,1
243,14,14,in_to_out,left,FOG,TAU,-18.804338381118065,-40.49030092522826,65.95099667296343,1
244,14,14,in_to_out,left,FOG,TAU,-19.017479618394585,-40.97199326681486,65.55971704756358,1
245,14,14,in_to_out,left,FOG,TAU,-19.230620855671106,-41.453685608401464,65.16843742216373,1
246,14,14,in_to_out,left,FOG,TAU,-19.443762092947626,-41.935377949988066,64.77715779676389,1
247,14,14,in_to_out,left,FOG,TAU,-19.656903330224146,-42.41707029157467,64.38587817136404,1
248,14,14,in_to_out,left,FOG,TAU,-19.870044567500667,-42.89876263316127,63.99459854596419,1
249,14,14,in_to_out,left,FOG,TAU,-20.083185804777187,-43.38045497474787,63.603318920564334,1
250,14,14,in_to_out,left,FOG,TAU,-20.296327042053708,-43.86214731633447,63.21203929516448,1
251,14,14,in_to_out,left,FOG,TAU,-20.50946827933023,-44.34383965792107,62.82075966976463,1
252,14,14,in_to_out,left,FOG,TAU,-20.72260951660675,-44.825531999507675,62.42948004436477,1
253,14,14,in_to_out,left,FOG,TAU,-20.93575075388327,-45.307224341094276,62.03820041896492,1
254,14,14,outer,mid,FOG,OLD,-11.486267280861087,-26.34979211982725,78.32441283457626,1
255,14,14,outer,mid,FOG,OLD,-11.295281653953872,-26.967206881416214,78.21092298167787,1
256,14,14,outer,mid,FOG,OLD,-11.104296027046656,-27.58462164300518,78.09743312877947,1
257,14,14,outer,mid,FOG,OLD,-10.91331040013944,-28.202036404594143,77.98394327588107,1
258,14,14,outer,mid,FOG,OLD,-10.722324773232225,-28.819451166183107,77.87045342298268,1
259,14,14,outer,mid,FOG,OLD,-10.53133914632501,-29.43686592777207,77.75696357008428,1
260,14,14,outer,mid,FOG,OLD,-10.340353519417794,-30.054280689361036,77.64347371718588,1
261,14,14,outer,mid,FOG,OLD,-10.149367892510579,-30.67169545095,77.52998386428749,1
262,14,14,outer,mid,FOG,OLD,-9.958382265603364,-31.289110212538965,77.41649401138909,1
263,14,14,outer,mid,FOG,OLD,-9.767396638696148,-31.90652497412793,77.3030041584907,1
264,14,14,outer,mid,FOG,OLD,-9.576411011788933,-32.523939735716894,77.1895143055923,1
265,14,14,outer,mid,FOG,OLD,-9.385425384881717,-33.14135449730586,77.0760244526939,1
266,14,14,outer,mid,FOG,OLD,-9.194439757974502,-33.75876925889483,76.9625345997955,1
267,14,14,outer,mid,FOG,OLD,-9.003454131067286,-34.3761840204838,76.8490447468971,1
268,14,14,outer,mid,FOG,OLD,-8.812468504160071,-34.993598782072766,76.73555489399871,1
269,14,14,outer,mid,FOG,OLD,-8.621482877252856,-35.611013543661734,76.62206504110031,1
270,14,14,outer,mid,FOG,OLD,-8.43049725034564,-36.2284283052507,76.50857518820192,1
271,14,14,outer,mid,FOG,OLD,-8.239511623438425,-36.84584306683967,76.39508533530352,1
272,14,14,outer,mid,FOG,OLD,-8.04852599653121,-37.46325782842864,76.28159548240512,1
273,14,14,outer,mid,FOG,OLD,-7.857540369623995,-38.080672590017606,76.16810562950673,1
274,14,14,outer,mid,FOG,OLD,-7.66655474271678,-38.698087351606574,76.05461577660833,1
275,14,14,outer,mid,FOG,OLD,-7.475569115809566,-39.31550211319554,75.94112592370993,1
276,14,14,outer,mid,FOG,OLD,-7.284583488902351,-39.93291687478451,75.82763607081154,1
277,14,14,outer,mid,FOG,OLD,-7.0935978619951365,-40.55033163637348,75.71414621791314,1
278,14,14,outer,mid,FOG,OLD,-6.902612235087922,-41.167746397962446,75.60065636501474,1
279,14,14,outer,mid,FOG,OLD,-6.711626608180707,-41.785161159551414,75.48716651211635,1
280,14,14,outer,mid,FOG,OLD,-6.520640981273493,-42.40257592114038,75.37367665921795,1
281,14,14,outer,mid,FOG,OLD,-6.329655354366278,-43.01999068272935,75.26018680631955,1
282,14,14,outer,mid,FOG,OLD,-6.138669727459064,-43.63740544431832,75.14669695342116,1
